from_en,to_en,km
Afif,Al-Ula,779.4
Afif,Al-Mahd,222.6
Afif,Khaybar,615.4
Afif,Badr,586.4
Afif,Al-Hinakiyah,345.6
Afif,Buridah,350.1
Afif,Onizah,315.4
Afif,Al-Rass,256.8
Afif,Al-Mithnab,348.9
Afif,Al-Bukayriyah,308.1
Afif,Al-Asyah,386.1
Afif,Riyadh Al-Khabra,389.4
Afif,Dammam,880.2
Afif,Khobar,898.9
Afif,Al-Ahsa,801.3
Afif,Hafar Al-Batin,683
Afif,Khafji,1072.2
Afif,Al-Jubail,932.7
Afif,Qatif,902.1
Afif,Al-Mubarraz,804.9
Afif,Abqaiq,843.9
Afif,Al-Nairyah,942.5
Afif,Qaisumah,689.7
Afif,Ras Tanura,935.5
Afif,Abha,875.8
Afif,Khamis Mushait,848.5
Afif,Bisha,619
Afif,Muhayil,851.2
Afif,Tathlith,751.7
Afif,Sarat Abidah,882.8
Afif,Ahad Rafidah,868.9
Afif,Rijal Almaa,931.3
Afif,Dhahran Al-Janub,980.2
Afif,Balqarn,722.6
Afif,Tabuk,1126.5
Afif,Al-Wajh,991.2
Afif,Duba,1138.7
Afif,Tayma,867.7
Afif,Haqal,1351.3
Afif,Umluj,820.9
Afif,NEOM,1240.6
Afif,Hail,617.4
Afif,Baqaa,631
Afif,Al-Ghazalah,450.3
Afif,Al-Shinan,581.8
Afif,Al-Sulaimi,534.4
Afif,Arar,1124.1
Afif,Rafha,854.3
Afif,Turaif,1364.4
Afif,Al-Awaiqilah,1034.8
Afif,Jazan,1070.9
Afif,Sabya,1037.7
Afif,Abu Arish,1067.4
Afif,Samtah,1115.2
Afif,Bish,1008.6
Afif,Damad,1049.6
Afif,Farasan,1128.9
Afif,Al-Aridah,1112.5
Afif,Najran,1076.2
Afif,Sharurah,1326.7
Afif,Hubuna,1091.5
Afif,Khubash,1095.3
Afif,Yadamah,1007.7
Afif,Al Bahah,619.8
Afif,Baljurashi,648.5
Afif,Al-Mandaq,609.4
Afif,Al-Aqiq,548.7
Afif,Al-Mikhwah,668.8
Afif,Qilwah,700.1
Afif,Al Qurayyat,1239.3
Afif,Sakaka,970.7
Afif,Domat Al-Jandal,938.8
Afif,Tabarjal,1114
Afif,Diriyah,475.9
Afif,Al-Muzahmiyya,419.7
Afif,Al-Hariq,614.3
Afif,Marat,327.2
Afif,Huraymila,403.6
Afif,Thadig,403.4
Afif,Al-Ghat,422.5
Afif,Dhurma,417.9
Afif,Al-Rayn,360.1
Afif,Rimah,603.8
Afif,Bahrah,525.6
Afif,Al-Kamil,634.8
Afif,Al-Muwayh,212.9
Afif,Adam,516.7
Afif,Wadi Al-Faraa,590.5
Afif,Al-Badai,318.2
Afif,Al-Nabhaniyah,367.8
Afif,Uyun Al-Jiwa,374.3
Afif,Dhariyah,354.3
Afif,Uqlat Al-Suqur,371.1
Afif,Al-Shimasiyah,336.6
Afif,Qaryat Al-Ulya,753.6
Afif,Al-Majaridah,792.7
Afif,Al-Namas,803.9
Afif,Tanomah,831
Afif,Al-Birk,900.1
Afif,Bariq,803.6
Afif,Al-Bid,1304.4
Afif,Al-Shamli,828.5
Afif,Sumairah,472.6
Afif,Mawqaq,699.8
Afif,Al-Hait,462.9
Afif,Ahad Al-Masarihah,1102.1
Afif,Al-Darb,958.1
Afif,Fayfa,1096
Afif,Al-Eidabi,1090.4
Afif,Al-Dayer,1054.8
Afif,Thar,981.3
Afif,Badr Al-Janub,1123.8
Afif,Al-Qura,639.1
Wadi Al-Dawasir,Riyadh,621.3
Wadi Al-Dawasir,Al-Kharj,585.2
Wadi Al-Dawasir,Al-Aflaj,332.1
Wadi Al-Dawasir,Al Majmaah,813.4
Wadi Al-Dawasir,Al Duwadimi,705.7
Wadi Al-Dawasir,Afif,692.6
Wadi Al-Dawasir,Al-Zilfi,891.6
Wadi Al-Dawasir,Shaqra,771.6
Wadi Al-Dawasir,Al-Quwaiiyah,601.3
Wadi Al-Dawasir,Hotat Bani Tamim,476.8
Wadi Al-Dawasir,Al-Sulayyil,89.3
Wadi Al-Dawasir,Sajir,803
Wadi Al-Dawasir,Al-Dilam,560.6
Wadi Al-Dawasir,Jeddah,763.6
Wadi Al-Dawasir,Makkah,687.1
Wadi Al-Dawasir,Taif,601.5
Wadi Al-Dawasir,Al Qunfudhah,580.1
Wadi Al-Dawasir,Rabigh,879.3
Wadi Al-Dawasir,Al-Lith,698
Wadi Al-Dawasir,Khulais,787.1
Wadi Al-Dawasir,Al-Jamoum,704.6
Wadi Al-Dawasir,Al-Khurma,379.7
Wadi Al-Dawasir,Ranyah,243
Wadi Al-Dawasir,Turabah,402.6
Wadi Al-Dawasir,Madinah,834.5
Wadi Al-Dawasir,Yanbu,1055.5
Wadi Al-Dawasir,Al-Ula,1160.1
Wadi Al-Dawasir,Al-Mahd,633.5
Wadi Al-Dawasir,Khaybar,996.1
Wadi Al-Dawasir,Badr,994.2
Wadi Al-Dawasir,Al-Hinakiyah,817.8
Wadi Al-Dawasir,Buridah,966.3
Wadi Al-Dawasir,Onizah,969.1
Wadi Al-Dawasir,Al-Rass,1028.2
Wadi Al-Dawasir,Al-Mithnab,960.1
Wadi Al-Dawasir,Al-Bukayriyah,994.9
Wadi Al-Dawasir,Al-Asyah,1016
Wadi Al-Dawasir,Riyadh Al-Khabra,1019.3
Wadi Al-Dawasir,Dammam,1015.9
Wadi Al-Dawasir,Khobar,1034.6
Wadi Al-Dawasir,Al-Ahsa,937
Wadi Al-Dawasir,Hafar Al-Batin,1119.8
Wadi Al-Dawasir,Khafji,1207.9
Wadi Al-Dawasir,Al-Jubail,1068.3
Wadi Al-Dawasir,Qatif,1037.8
Wadi Al-Dawasir,Al-Mubarraz,940.6
Wadi Al-Dawasir,Abqaiq,979.6
Wadi Al-Dawasir,Al-Nairyah,1078.1
Wadi Al-Dawasir,Qaisumah,1126.5
Wadi Al-Dawasir,Ras Tanura,1071.2
Wadi Al-Dawasir,Abha,407
Wadi Al-Dawasir,Khamis Mushait,379.6
Wadi Al-Dawasir,Bisha,321.9
Wadi Al-Dawasir,Muhayil,455.5
Wadi Al-Dawasir,Tathlith,193.9
Wadi Al-Dawasir,Sarat Abidah,390.4
Wadi Al-Dawasir,Ahad Rafidah,383.6
Wadi Al-Dawasir,Rijal Almaa,462.4
Wadi Al-Dawasir,Dhahran Al-Janub,453.3
Wadi Al-Dawasir,Balqarn,438.8
Wadi Al-Dawasir,Tabuk,1507.2
Wadi Al-Dawasir,Al-Wajh,1372.4
Wadi Al-Dawasir,Duba,1519.8
Wadi Al-Dawasir,Tayma,1248.4
Wadi Al-Dawasir,Haqal,1794.5
Wadi Al-Dawasir,Umluj,1202
Wadi Al-Dawasir,NEOM,1621.7
Wadi Al-Dawasir,Hail,1247.3
Wadi Al-Dawasir,Baqaa,1260.9
Wadi Al-Dawasir,Al-Ghazalah,1313.2
Wadi Al-Dawasir,Al-Shinan,1211.7
Wadi Al-Dawasir,Al-Sulaimi,1362
Wadi Al-Dawasir,Arar,1672.7
Wadi Al-Dawasir,Rafha,1393.2
Wadi Al-Dawasir,Turaif,1913.3
Wadi Al-Dawasir,Al-Awaiqilah,1573.7
Wadi Al-Dawasir,Jazan,602.1
Wadi Al-Dawasir,Sabya,568.9
Wadi Al-Dawasir,Abu Arish,598.5
Wadi Al-Dawasir,Samtah,646.3
Wadi Al-Dawasir,Bish,539.8
Wadi Al-Dawasir,Damad,580.7
Wadi Al-Dawasir,Farasan,660
Wadi Al-Dawasir,Al-Aridah,643.6
Wadi Al-Dawasir,Najran,430.1
Wadi Al-Dawasir,Sharurah,638.8
Wadi Al-Dawasir,Hubuna,403.6
Wadi Al-Dawasir,Khubash,429.5
Wadi Al-Dawasir,Yadamah,319.8
Wadi Al-Dawasir,Al Bahah,520.2
Wadi Al-Dawasir,Baljurashi,491.9
Wadi Al-Dawasir,Al-Mandaq,565.3
Wadi Al-Dawasir,Al-Aqiq,452.8
Wadi Al-Dawasir,Al-Mikhwah,529.9
Wadi Al-Dawasir,Qilwah,499.8
Wadi Al-Dawasir,Al Qurayyat,1869.2
Wadi Al-Dawasir,Sakaka,1600.5
Wadi Al-Dawasir,Domat Al-Jandal,1568.7
Wadi Al-Dawasir,Tabarjal,1743.8
Wadi Al-Dawasir,Diriyah,633.2
Wadi Al-Dawasir,Al-Muzahmiyya,646.5
Wadi Al-Dawasir,Al-Hariq,515.3
Wadi Al-Dawasir,Marat,740.1
Wadi Al-Dawasir,Huraymila,707.4
Wadi Al-Dawasir,Thadig,770.2
Wadi Al-Dawasir,Al-Ghat,863.7
Wadi Al-Dawasir,Dhurma,649.2
Wadi Al-Dawasir,Al-Rayn,516
Wadi Al-Dawasir,Rimah,739.5
Wadi Al-Dawasir,Bahrah,726.2
Wadi Al-Dawasir,Al-Kamil,835.5
Wadi Al-Dawasir,Al-Muwayh,487.1
Wadi Al-Dawasir,Adam,526.6
Wadi Al-Dawasir,Wadi Al-Faraa,1035
Wadi Al-Dawasir,Al-Badai,979.5
Wadi Al-Dawasir,Al-Nabhaniyah,1070
Wadi Al-Dawasir,Uyun Al-Jiwa,1004.2
Wadi Al-Dawasir,Dhariyah,1148
Wadi Al-Dawasir,Uqlat Al-Suqur,1164.8
Wadi Al-Dawasir,Al-Shimasiyah,996.9
Wadi Al-Dawasir,Qaryat Al-Ulya,1000.7
Wadi Al-Dawasir,Al-Majaridah,501.5
Wadi Al-Dawasir,Al-Namas,483.1
Wadi Al-Dawasir,Tanomah,467.6
Wadi Al-Dawasir,Al-Birk,594.2
Wadi Al-Dawasir,Bariq,537.4
Wadi Al-Dawasir,Al-Bid,1685.5
Wadi Al-Dawasir,Al-Shamli,1458.4
Wadi Al-Dawasir,Sumairah,1337.9
Wadi Al-Dawasir,Mawqaq,1329.7
Wadi Al-Dawasir,Al-Hait,979.3
Wadi Al-Dawasir,Ahad Al-Masarihah,633.3
Wadi Al-Dawasir,Al-Darb,489.2
Wadi Al-Dawasir,Fayfa,627.1
Wadi Al-Dawasir,Al-Eidabi,621.6
Wadi Al-Dawasir,Al-Dayer,528
Wadi Al-Dawasir,Thar,454.4
Wadi Al-Dawasir,Badr Al-Janub,435.9
Wadi Al-Dawasir,Al-Qura,503.4
Al-Zilfi,Riyadh,272.6
Al-Zilfi,Al-Kharj,365.8
Al-Zilfi,Al-Aflaj,562.4
Al-Zilfi,Al Majmaah,81.6
Al-Zilfi,Al Duwadimi,280.9
Al-Zilfi,Afif,429.7
Al-Zilfi,Wadi Al-Dawasir,890.7
Al-Zilfi,Shaqra,162.5
Al-Zilfi,Al-Quwaiiyah,445.1
Al-Zilfi,Hotat Bani Tamim,425.8
Al-Zilfi,Al-Sulayyil,803.5
Al-Zilfi,Sajir,225.3
Al-Zilfi,Al-Dilam,383.9
Al-Zilfi,Jeddah,984.2
Al-Zilfi,Makkah,1013.8
Al-Zilfi,Taif,828.5
Al-Zilfi,Al Qunfudhah,1340.1
Al-Zilfi,Rabigh,874.2
Al-Zilfi,Al-Lith,1184.1
Al-Zilfi,Khulais,901.3
Al-Zilfi,Al-Jamoum,980.3
Al-Zilfi,Al-Khurma,750.2
Al-Zilfi,Ranyah,881.5
Al-Zilfi,Turabah,843.9
Al-Zilfi,Madinah,590.6
Al-Zilfi,Yanbu,812.6
Al-Zilfi,Al-Ula,789.6
Al-Zilfi,Al-Mahd,645.8
Al-Zilfi,Khaybar,753.6
Al-Zilfi,Badr,724.6
Al-Zilfi,Al-Hinakiyah,483.9
Al-Zilfi,Buridah,100.6
Al-Zilfi,Onizah,103.4
Al-Zilfi,Al-Rass,162.5
Al-Zilfi,Al-Mithnab,135.9
Al-Zilfi,Al-Bukayriyah,129.2
Al-Zilfi,Al-Asyah,150.3
Al-Zilfi,Riyadh Al-Khabra,153.5
Al-Zilfi,Dammam,665.4
Al-Zilfi,Khobar,684.1
Al-Zilfi,Al-Ahsa,586.4
Al-Zilfi,Hafar Al-Batin,298.3
Al-Zilfi,Khafji,599.6
Al-Zilfi,Al-Jubail,717.8
Al-Zilfi,Qatif,687.2
Al-Zilfi,Al-Mubarraz,590.1
Al-Zilfi,Abqaiq,629.1
Al-Zilfi,Al-Nairyah,557
Al-Zilfi,Qaisumah,305
Al-Zilfi,Ras Tanura,720.7
Al-Zilfi,Abha,1212.3
Al-Zilfi,Khamis Mushait,1184.9
Al-Zilfi,Bisha,977.8
Al-Zilfi,Muhayil,1233.3
Al-Zilfi,Tathlith,1101.6
Al-Zilfi,Sarat Abidah,1219.2
Al-Zilfi,Ahad Rafidah,1205.4
Al-Zilfi,Rijal Almaa,1267.7
Al-Zilfi,Dhahran Al-Janub,1315.5
Al-Zilfi,Balqarn,1094.7
Al-Zilfi,Tabuk,1102.1
Al-Zilfi,Al-Wajh,1129.5
Al-Zilfi,Duba,1277
Al-Zilfi,Tayma,775.2
Al-Zilfi,Haqal,1326.9
Al-Zilfi,Umluj,959.1
Al-Zilfi,NEOM,1261.2
Al-Zilfi,Hail,381.6
Al-Zilfi,Baqaa,395.1
Al-Zilfi,Al-Ghazalah,447.5
Al-Zilfi,Al-Shinan,346
Al-Zilfi,Al-Sulaimi,496.3
Al-Zilfi,Arar,888.3
Al-Zilfi,Rafha,571.7
Al-Zilfi,Turaif,1091.7
Al-Zilfi,Al-Awaiqilah,752.2
Al-Zilfi,Jazan,1407.4
Al-Zilfi,Sabya,1374.2
Al-Zilfi,Abu Arish,1403.8
Al-Zilfi,Samtah,1451.6
Al-Zilfi,Bish,1345.1
Al-Zilfi,Damad,1386
Al-Zilfi,Farasan,1465.3
Al-Zilfi,Al-Aridah,1448.9
Al-Zilfi,Najran,1224
Al-Zilfi,Sharurah,1432.7
Al-Zilfi,Hubuna,1197.5
Al-Zilfi,Khubash,1223.4
Al-Zilfi,Yadamah,1113.7
Al-Zilfi,Al Bahah,1047.5
Al-Zilfi,Baljurashi,1076.1
Al-Zilfi,Al-Mandaq,1037
Al-Zilfi,Al-Aqiq,976.4
Al-Zilfi,Al-Mikhwah,1096.4
Al-Zilfi,Qilwah,1127.8
Al-Zilfi,Al Qurayyat,1003.5
Al-Zilfi,Sakaka,734.8
Al-Zilfi,Domat Al-Jandal,703
Al-Zilfi,Tabarjal,878.1
Al-Zilfi,Diriyah,272.6
Al-Zilfi,Al-Muzahmiyya,327.6
Al-Zilfi,Al-Hariq,437.7
Al-Zilfi,Marat,192.6
Al-Zilfi,Huraymila,216.9
Al-Zilfi,Thadig,184.4
Al-Zilfi,Al-Ghat,36.8
Al-Zilfi,Dhurma,339.7
Al-Zilfi,Al-Rayn,461.3
Al-Zilfi,Rimah,311
Al-Zilfi,Bahrah,1014.2
Al-Zilfi,Al-Kamil,877.4
Al-Zilfi,Al-Muwayh,640.6
Al-Zilfi,Adam,944.3
Al-Zilfi,Wadi Al-Faraa,728.7
Al-Zilfi,Al-Badai,113.8
Al-Zilfi,Al-Nabhaniyah,204.2
Al-Zilfi,Uyun Al-Jiwa,138.4
Al-Zilfi,Dhariyah,282.3
Al-Zilfi,Uqlat Al-Suqur,299
Al-Zilfi,Al-Shimasiyah,131.2
Al-Zilfi,Qaryat Al-Ulya,489.4
Al-Zilfi,Al-Majaridah,1157.4
Al-Zilfi,Al-Namas,1139
Al-Zilfi,Tanomah,1166.2
Al-Zilfi,Al-Birk,1471.3
Al-Zilfi,Bariq,1193.4
Al-Zilfi,Al-Bid,1328.8
Al-Zilfi,Al-Shamli,592.7
Al-Zilfi,Sumairah,472.2
Al-Zilfi,Mawqaq,463.9
Al-Zilfi,Al-Hait,517.9
Al-Zilfi,Ahad Al-Masarihah,1438.6
Al-Zilfi,Al-Darb,1294.5
Al-Zilfi,Fayfa,1432.4
Al-Zilfi,Al-Eidabi,1426.9
Al-Zilfi,Al-Dayer,1391.3
Al-Zilfi,Thar,1319.5
Al-Zilfi,Badr Al-Janub,1229.8
Al-Zilfi,Al-Qura,1066.7
Shaqra,Riyadh,191
Shaqra,Al-Kharj,282.7
Shaqra,Al-Aflaj,479.2
Shaqra,Al Majmaah,87.7
Shaqra,Al Duwadimi,127
Shaqra,Afif,296.7
Shaqra,Wadi Al-Dawasir,773.7
Shaqra,Al-Zilfi,160.4
Shaqra,Al-Quwaiiyah,192.5
Shaqra,Hotat Bani Tamim,342.7
Shaqra,Al-Sulayyil,720.4
Shaqra,Sajir,85.5
Shaqra,Al-Dilam,300.8
Shaqra,Jeddah,857.6
Shaqra,Makkah,781.1
Shaqra,Taif,695.5
Shaqra,Al Qunfudhah,1063.6
Shaqra,Rabigh,1008.7
Shaqra,Al-Lith,977.5
Shaqra,Khulais,881.1
Shaqra,Al-Jamoum,798.6
Shaqra,Al-Khurma,617.2
Shaqra,Ranyah,748.5
Shaqra,Turabah,710.8
Shaqra,Madinah,725.1
Shaqra,Yanbu,947.1
Shaqra,Al-Ula,924.1
Shaqra,Al-Mahd,517.2
Shaqra,Khaybar,888.1
Shaqra,Badr,859.1
Shaqra,Al-Hinakiyah,618.3
Shaqra,Buridah,235
Shaqra,Onizah,237.9
Shaqra,Al-Rass,297
Shaqra,Al-Mithnab,168.5
Shaqra,Al-Bukayriyah,263.6
Shaqra,Al-Asyah,284.8
Shaqra,Riyadh Al-Khabra,288
Shaqra,Dammam,584
Shaqra,Khobar,602.7
Shaqra,Al-Ahsa,505
Shaqra,Hafar Al-Batin,393
Shaqra,Khafji,775.9
Shaqra,Al-Jubail,636.4
Shaqra,Qatif,605.8
Shaqra,Al-Mubarraz,508.6
Shaqra,Abqaiq,547.6
Shaqra,Al-Nairyah,646.2
Shaqra,Qaisumah,399.7
Shaqra,Ras Tanura,639.3
Shaqra,Abha,1016.4
Shaqra,Khamis Mushait,989
Shaqra,Bisha,781.9
Shaqra,Muhayil,1037.4
Shaqra,Tathlith,905.7
Shaqra,Sarat Abidah,1023.3
Shaqra,Ahad Rafidah,1009.4
Shaqra,Rijal Almaa,1071.8
Shaqra,Dhahran Al-Janub,1120.7
Shaqra,Balqarn,898.8
Shaqra,Tabuk,1236.6
Shaqra,Al-Wajh,1264
Shaqra,Duba,1411.5
Shaqra,Tayma,909.7
Shaqra,Haqal,1461.3
Shaqra,Umluj,1093.6
Shaqra,NEOM,1395.7
Shaqra,Hail,516.1
Shaqra,Baqaa,529.6
Shaqra,Al-Ghazalah,582
Shaqra,Al-Shinan,480.4
Shaqra,Al-Sulaimi,630.8
Shaqra,Arar,945.9
Shaqra,Rafha,666.5
Shaqra,Turaif,1186.5
Shaqra,Al-Awaiqilah,846.9
Shaqra,Jazan,1211.4
Shaqra,Sabya,1178.2
Shaqra,Abu Arish,1207.9
Shaqra,Samtah,1255.7
Shaqra,Bish,1149.1
Shaqra,Damad,1190.1
Shaqra,Farasan,1269.4
Shaqra,Al-Aridah,1253
Shaqra,Najran,1140.9
Shaqra,Sharurah,1349.6
Shaqra,Hubuna,1114.4
Shaqra,Khubash,1140.3
Shaqra,Yadamah,1030.6
Shaqra,Al Bahah,914.4
Shaqra,Baljurashi,943.1
Shaqra,Al-Mandaq,904
Shaqra,Al-Aqiq,843.4
Shaqra,Al-Mikhwah,963.4
Shaqra,Qilwah,994.7
Shaqra,Al Qurayyat,1138
Shaqra,Sakaka,869.3
Shaqra,Domat Al-Jandal,837.5
Shaqra,Tabarjal,1012.6
Shaqra,Diriyah,179.6
Shaqra,Al-Muzahmiyya,146.6
Shaqra,Al-Hariq,354.6
Shaqra,Marat,34.9
Shaqra,Huraymila,107.4
Shaqra,Thadig,107.1
Shaqra,Al-Ghat,132.5
Shaqra,Dhurma,125.7
Shaqra,Al-Rayn,265.3
Shaqra,Rimah,307.5
Shaqra,Bahrah,820.2
Shaqra,Al-Kamil,1011.9
Shaqra,Al-Muwayh,507.6
Shaqra,Adam,811.3
Shaqra,Wadi Al-Faraa,863.2
Shaqra,Al-Badai,248.3
Shaqra,Al-Nabhaniyah,338.7
Shaqra,Uyun Al-Jiwa,272.9
Shaqra,Dhariyah,416.8
Shaqra,Uqlat Al-Suqur,433.5
Shaqra,Al-Shimasiyah,265.7
Shaqra,Qaryat Al-Ulya,457.3
Shaqra,Al-Majaridah,961.5
Shaqra,Al-Namas,943.1
Shaqra,Tanomah,970.2
Shaqra,Al-Birk,1194.8
Shaqra,Bariq,997.5
Shaqra,Al-Bid,1463.3
Shaqra,Al-Shamli,727.1
Shaqra,Sumairah,606.6
Shaqra,Mawqaq,598.4
Shaqra,Al-Hait,652.4
Shaqra,Ahad Al-Masarihah,1242.6
Shaqra,Al-Darb,1098.6
Shaqra,Fayfa,1236.5
Shaqra,Al-Eidabi,1230.9
Shaqra,Al-Dayer,1195.3
Shaqra,Thar,1121.8
Shaqra,Badr Al-Janub,1146.7
Shaqra,Al-Qura,933.7
Al-Quwaiiyah,Riyadh,171
Al-Quwaiiyah,Al-Kharj,251.9
Al-Quwaiiyah,Al-Aflaj,438.6
Al-Quwaiiyah,Al Majmaah,362
Al-Quwaiiyah,Al Duwadimi,138.1
Al-Quwaiiyah,Afif,307.8
Al-Quwaiiyah,Wadi Al-Dawasir,596.1
Al-Quwaiiyah,Al-Zilfi,440.2
Al-Quwaiiyah,Shaqra,182.9
Al-Quwaiiyah,Hotat Bani Tamim,302.1
Al-Quwaiiyah,Al-Sulayyil,679.8
Al-Quwaiiyah,Sajir,204
Al-Quwaiiyah,Al-Dilam,260.2
Al-Quwaiiyah,Jeddah,780.3
Al-Quwaiiyah,Makkah,703.8
Al-Quwaiiyah,Taif,618.2
Al-Quwaiiyah,Al Qunfudhah,986.3
Al-Quwaiiyah,Rabigh,896.1
Al-Quwaiiyah,Al-Lith,900.2
Al-Quwaiiyah,Khulais,803.8
Al-Quwaiiyah,Al-Jamoum,721.3
Al-Quwaiiyah,Al-Khurma,539.9
Al-Quwaiiyah,Ranyah,526
Al-Quwaiiyah,Turabah,633.6
Al-Quwaiiyah,Madinah,781.5
Al-Quwaiiyah,Yanbu,1072.2
Al-Quwaiiyah,Al-Ula,1038.6
Al-Quwaiiyah,Al-Mahd,620.8
Al-Quwaiiyah,Khaybar,944.5
Al-Quwaiiyah,Badr,915.5
Al-Quwaiiyah,Al-Hinakiyah,674.8
Al-Quwaiiyah,Buridah,353.7
Al-Quwaiiyah,Onizah,323.4
Al-Quwaiiyah,Al-Rass,322.4
Al-Quwaiiyah,Al-Mithnab,287
Al-Quwaiiyah,Al-Bukayriyah,362.5
Al-Quwaiiyah,Al-Asyah,399.3
Al-Quwaiiyah,Riyadh Al-Khabra,402.5
Al-Quwaiiyah,Dammam,572.7
Al-Quwaiiyah,Khobar,591.4
Al-Quwaiiyah,Al-Ahsa,493.7
Al-Quwaiiyah,Hafar Al-Batin,668.4
Al-Quwaiiyah,Khafji,764.7
Al-Quwaiiyah,Al-Jubail,625.1
Al-Quwaiiyah,Qatif,594.5
Al-Quwaiiyah,Al-Mubarraz,497.4
Al-Quwaiiyah,Abqaiq,536.4
Al-Quwaiiyah,Al-Nairyah,634.9
Al-Quwaiiyah,Qaisumah,675.1
Al-Quwaiiyah,Ras Tanura,628
Al-Quwaiiyah,Abha,838.7
Al-Quwaiiyah,Khamis Mushait,811.3
Al-Quwaiiyah,Bisha,604.3
Al-Quwaiiyah,Muhayil,859.7
Al-Quwaiiyah,Tathlith,728.1
Al-Quwaiiyah,Sarat Abidah,845.6
Al-Quwaiiyah,Ahad Rafidah,831.8
Al-Quwaiiyah,Rijal Almaa,894.1
Al-Quwaiiyah,Dhahran Al-Janub,943.1
Al-Quwaiiyah,Balqarn,721.2
Al-Quwaiiyah,Tabuk,1351.1
Al-Quwaiiyah,Al-Wajh,1389.1
Al-Quwaiiyah,Duba,1536.6
Al-Quwaiiyah,Tayma,1024.2
Al-Quwaiiyah,Haqal,1575.8
Al-Quwaiiyah,Umluj,1218.7
Al-Quwaiiyah,NEOM,1510.2
Al-Quwaiiyah,Hail,630.6
Al-Quwaiiyah,Baqaa,644.1
Al-Quwaiiyah,Al-Ghazalah,569.1
Al-Quwaiiyah,Al-Shinan,594.9
Al-Quwaiiyah,Al-Sulaimi,745.3
Al-Quwaiiyah,Arar,1137.3
Al-Quwaiiyah,Rafha,941.8
Al-Quwaiiyah,Turaif,1461.9
Al-Quwaiiyah,Al-Awaiqilah,1122.3
Al-Quwaiiyah,Jazan,1033.8
Al-Quwaiiyah,Sabya,1000.6
Al-Quwaiiyah,Abu Arish,1030.3
Al-Quwaiiyah,Samtah,1078.1
Al-Quwaiiyah,Bish,971.5
Al-Quwaiiyah,Damad,1012.5
Al-Quwaiiyah,Farasan,1091.8
Al-Quwaiiyah,Al-Aridah,1075.4
Al-Quwaiiyah,Najran,1020.4
Al-Quwaiiyah,Sharurah,1229.1
Al-Quwaiiyah,Hubuna,993.8
Al-Quwaiiyah,Khubash,1019.8
Al-Quwaiiyah,Yadamah,910.1
Al-Quwaiiyah,Al Bahah,837.1
Al-Quwaiiyah,Baljurashi,865.8
Al-Quwaiiyah,Al-Mandaq,826.7
Al-Quwaiiyah,Al-Aqiq,766.1
Al-Quwaiiyah,Al-Mikhwah,886.1
Al-Quwaiiyah,Qilwah,782.2
Al-Quwaiiyah,Al Qurayyat,1252.5
Al-Quwaiiyah,Sakaka,983.8
Al-Quwaiiyah,Domat Al-Jandal,952
Al-Quwaiiyah,Tabarjal,1127.1
Al-Quwaiiyah,Diriyah,174.8
Al-Quwaiiyah,Al-Muzahmiyya,119.3
Al-Quwaiiyah,Al-Hariq,313.9
Al-Quwaiiyah,Marat,213.3
Al-Quwaiiyah,Huraymila,246.5
Al-Quwaiiyah,Thadig,240.8
Al-Quwaiiyah,Al-Ghat,412.3
Al-Quwaiiyah,Dhurma,122.4
Al-Quwaiiyah,Al-Rayn,83.6
Al-Quwaiiyah,Rimah,296.2
Al-Quwaiiyah,Bahrah,742.9
Al-Quwaiiyah,Al-Kamil,852.2
Al-Quwaiiyah,Al-Muwayh,430.3
Al-Quwaiiyah,Adam,734
Al-Quwaiiyah,Wadi Al-Faraa,919.6
Al-Quwaiiyah,Al-Badai,320.8
Al-Quwaiiyah,Al-Nabhaniyah,448.1
Al-Quwaiiyah,Uyun Al-Jiwa,387.4
Al-Quwaiiyah,Dhariyah,473.2
Al-Quwaiiyah,Uqlat Al-Suqur,489.9
Al-Quwaiiyah,Al-Shimasiyah,369.7
Al-Quwaiiyah,Qaryat Al-Ulya,549.3
Al-Quwaiiyah,Al-Majaridah,783.9
Al-Quwaiiyah,Al-Namas,765.5
Al-Quwaiiyah,Tanomah,792.6
Al-Quwaiiyah,Al-Birk,969.2
Al-Quwaiiyah,Bariq,819.8
Al-Quwaiiyah,Al-Bid,1577.8
Al-Quwaiiyah,Al-Shamli,841.6
Al-Quwaiiyah,Sumairah,591.5
Al-Quwaiiyah,Mawqaq,712.9
Al-Quwaiiyah,Al-Hait,708.8
Al-Quwaiiyah,Ahad Al-Masarihah,1065
Al-Quwaiiyah,Al-Darb,921
Al-Quwaiiyah,Fayfa,1058.9
Al-Quwaiiyah,Al-Eidabi,1053.3
Al-Quwaiiyah,Al-Dayer,1017.7
Al-Quwaiiyah,Thar,944.1
Al-Quwaiiyah,Badr Al-Janub,1026.2
Al-Quwaiiyah,Al-Qura,856.4
Hotat Bani Tamim,Riyadh,156.4
Hotat Bani Tamim,Al-Kharj,120.3
Hotat Bani Tamim,Al-Aflaj,148.5
Hotat Bani Tamim,Al Majmaah,348.5
Hotat Bani Tamim,Al Duwadimi,470.4
Hotat Bani Tamim,Afif,640.1
Hotat Bani Tamim,Wadi Al-Dawasir,476.8
Hotat Bani Tamim,Al-Zilfi,426.8
Hotat Bani Tamim,Shaqra,344.2
Hotat Bani Tamim,Al-Quwaiiyah,227.1
Hotat Bani Tamim,Al-Sulayyil,389.6
Hotat Bani Tamim,Sajir,428.9
Hotat Bani Tamim,Al-Dilam,95.7
